"심다","plant,sow (a tree)"
"적다","Write down"
"코","The nose"
"간단하다","To be simple"
"고등학교","A senior high school"
"공개","opening to the public, making public"
"교실","Classroom"
"스스로","By oneself, do it alone"
"견디다","Endure or  bear"
"기사","An article or  an account"
"막히다","Be stopped up"
"매체","A medium,medias"
"별","A star"
"복잡하다","Be complicated"
"뿌리다","sprinkle,scatter"
"영역","Territory"
"체험","An experience"
"구속","To arrest or  put in detention"
"어쩌면","(1) it is possible that 아마도 2) how on earth, how the hell"
"극복하다","To overcome or  surmount"
"불법","Illegal"
"비밀","A secret"
"색","Color"
"쓰이다","To be used, to be utilized/employed"
"일정하다","To be regular, established, uniform ; changeless, constant, certain, definite ; invariable (mathematics)"
"다지다","Make sure, to harden oneself, firm up one\\`s will"
"아까","A little while ago"
"알맞다","To fit, be fitting, suitable"
"이념","An idea, a doctrine, ideology"
"희다","White, fair"
"가리키다","Point to or  indicate"
"모시다","Attend on"
"발달","Development, growth"
"수많다","Many and many"
"치르다","Pay off, pay one’s bill"
"평화","Peace"
"공사","Construction work or  engineering work"
"박사","Doctor"
"성","a sex (male or female), a sexual gender"
"전문가","A specialist"
"단지","Simple, merely"
"말씀하다","Speak"
"무용","dancing,a dance"
"불리다","To be called"
"싸움","A fight"
"자꾸","Constantly, repeatedly"
"차리다","Make ready,prepare"
"해외","Abroad, foreign countries"
"그리","So or  to that extent"
"문화재","Cultural assets"
"미소","Smile"
"보통","The normal"
"식당","Restaurant"
"의미하다","To mean, signify"
"이래","Since, after that, hereafter"
"체육","Physical education"
"구성되다","To be organized"
"독특하다","Unique, characteristic, distinctive, peculiar, specific"
"사례","thanks,gratitude"
"소개하다","To introduce,present"
"잘되다","To turn out well"
"추진하다","To propel, drive forward"
"칠월","Month of July"
"틀","A frame, framework; mold"
"평균","Average"
"훈련","Training"
"흐름","Flowing, a stream/current"
"십이월","December"
"쌓이다","Be piled/heaped up"
"이익","Profit"
"쥐다","To hold,seize"
"컵","Cup"
"게다가","In addition"
"끓이다","Boil or  heat or  make hot"
"논문","Dissertations , an academic paper (these are 2 separate meanings)"
"멈추다","Stop"
"사용되다","Be used, be employed"
"오랫동안","For a long time"
"위기","A crisis,an emergency situation"
"정당","A political party"
"종이","Paper"
"찾아가다","To go to a place to meet somebody"
"폭력","voilent,brute force"
"혹시","Sometimes"
"늘다","Increase, gain"
"양","quantity,volume"
"절차","process,formalities; 수속"
"계시다","(honorofic) to stay or  reside"
"공기","Air"
"닿다","To reach, get to"
"속하다","Belong to, be affiliated with"
"올림픽","Olympic"
"이외","Except, apart from"
"재미","amusement,enjoyment"
"제공하다","offer,proffer"
"증가하다","increase,rise,grow"
"기대","Expectation"
"식물","food,provisions"
"옛","Old, ancient"
"외치다","To shout, scream"
"적어도","At the least"
"편하다","Untroubled from cares"
"평","a Pyeong, a square area about 2 square meters"
"권리","A right or  a claim to"
"끝내다","To end"
"대답","An answer"
"시작","The beginning"
"어려움","difficulty, hardship"
"일주일","One whole day"
"자원","Resources"
"춤","Dance"
"넘기다","Pass over, send across"
"물체","A material body"
"분명히","Obviously"
"시위","A demonstration"
"아무것","Anything"
"온","All, whole, entire"
"젖다","To be wet, soaked"
"제외하다","To exclude"
"최대","The greatest, the largest"
"평소","Ordinary times, ordinarily"
"견해","An opinion or  view.  Same as 의견"
"깨끗하다","To be clean or  pure"
"농사","Farming"
"안정","Stability"
"어둠","Darkness"
"어둡다","To be dark, dim, gloomy"
"어쨌든","In any case, anyhow"
"주택","A house"
"고장","A district or  producing area"
"관련하다","To be related to or  connected to"
"눈길","Line of vision"
"물어보다","Ask"
"미안하다","To be sorry"
"밀다","push, shove"
"스트레스","Stress"
"음","Sound you make to express doubt, worry"
"인사","People, men of society"
"주어지다","To offer, proffer (conditions)"
"고려하다","Regard or  respect"
"과일","A fruit"
"널리","Widely"
"농촌","A farm village"
"올라오다","Come up"
"챙기다","gather, collect, assemble your stuff — to amass (money, a collection)"
"고르다","Choose or  select"
"바르다","Spread, apply"
"벌어지다","To get serious, enlarge"
"소재","material, subject matter"
"전망","A view, prospect"
"포기하다","To give up, to abandon"
"형성되다","To be formed, made up"
"고치다","To fix, amend, change"
"그림자","A shadow or  a silhouette or  an image"
"눈","Snow"
"다하다","Finish, go through, be exhausted, run out of"
"마침내","Finally, in the end"
"비교하다","To compare"
"시월","October"
"커지다","To become bigger"
"한쪽","On one side"
"검사","Investigation or  inspection or  examination or  audit"
"결론","A conclusion"
"맡기다","Entrust sb with sth"
"박물관","Museum"
"소문","A rumor"
"싣다","To load, take (passengers)"
"쌓다","To pile up"
"어서","Quickly 2) kindly"
"자녀","one’s children"
"제목","A subject, theme"
"짓","Something you do"
"판결","A judgment (from a judge)"
"팔월","August"
"하얗다","White"
"희망","Hope, wish"
"가방","Bag"
"군대","Troops or  an army"
"그만큼","That much or  to that extent"
"무어","What?  무엇"
"비로소","For the first time"
"상대방","Conversation partner"
"서구","Western Europe"
"소유","Possession"
"시골","Countryside"
"실수","A mistake"
"잘못되다","To turn out wrong"
"치료","Medical treatment, medical care"
"폭","Width; range"
"호","A pen name, a title; a number, an issue"
"내밀다","To Push out"
"맞다","Be struck, beaten"
"부문","A section, department"
"시리즈","Series"
"임신","Pregnant"
"잡히다","To be caught ; to extinguish a fire"
"규정","Provision or  stipulation"
"그램","Gram"
"밭","A field, farm"
"분석하다","To analyze"
"식구","Members of a family, your immediate family members (those you live with, preferably)"
"아예","From the very first, from the very beginning"
"어찌","How, in what way, by what means"
"울리다","To ring (a bell) ; to create an echo effect"
"작용하다","To apply , use"
"확실하다","To be sure, certain"
"개선","Renovation or  improvement or  betterment"
"그릇","A vessel or  receptacle"
"글자","A letter or  a character"
"바람직하다","Be desirable, advisable, to be appropriate, good"
"연구하다","To research, investigate"
"착하다","To be nice"
"개","A dog"
"부동산","Real estate"
"신화","A myth"
"양","Miss ~"
"점","a spot, a blemish"
"직업","An occupation, calling"
"거두다","Collect or  gather up"
"방학","School holidays"
"범위","Range, area"
"조상","Ancestors"
"철학","Philosophy"
"검다","Black or  dark"
"곁","Neighborhood or  vicinity"
"근본적","foundational, fundamental"
"너희","You guys"
"대형","Large, full-sized"
"문제점","The point at issue"
"본격적","Exemplary"
"불가능하다","Impossible"
"충격","An impact, a shock"
"퍼지다","Spread out, get broader"
"금방","Just now or  a moment ago"
"남쪽","South side"
"누르다","Press or push down"
"미술","art, the fine arts"
"백성","The common people"
"상당히","fairly, considerably"
"색깔","Color"
"요리","Cooking"
"유명하다","To be famous"
"자네","You"
"기13","1) energy  2) breath or  wind"
"꽤","Fairly or  considerably"
"외국인","A foreigner, a foreign national"
"한참","For some time, for a while"
"군사","Military affairs"
"끊다","Cut off or  sever"
"넘어가다","Cross or go over"
"담기다","Be put food in a bottle or for pickling"
"마당","Garden"
"부인","A woman"
"서두르다","To hurry up"
"지적","Pointing out, indication"
"짝","One pair, one couple"
"참으로","really, indeed"
"충분하다","To be sufficient, ample"
"기쁘다","To be happy"
"숙제","Homework"
"앞두다","Have a distance ahead"
"예산","An estimate, budget"
"온갖","All kinds, all sorts"
"우려","worry, anxiety, fear"
"우산","An umbrella"
"기쁨","Joy or  delight"
"깊이","Deepness"
"꾸미다","Decorate"
"늘리다","Increase, multiply"
"무릎","A knee"
"발견되다","Be discovered"
"보호하다","protect,  shelter, guard"
"시스템","System"
"이용","To use"
"지난달","Last month"
"지르다","Holler, yell, scream"
"참여","Participation"
"걸음","Walking or  stepping or  a step"
"겨우","Barely or  narrowly.  간신히"
"마르다","Become dry"
"비교적","Comparatively"
"애쓰다","Make efforts/pains to do sth"
"올바르다","Be honest, straightforward"
"책상","On the desk"
"춥다","To be cold"
"흔하다","To be everywhere"
"높아지다","Become high"
"늙다","Grow old"
"단위","A unit, a monad"
"무겁다","Heavy ; a stuffy atmosphere"
"바람","As a result, by the influence of"
"상상","Imagination"
"소득","An income, earnings"
"수도","the capital city, e.g. Seoul, of a country"
"역","A part, a role"
"인식하다","recognition, cognizance"
"자","A Chinese character"
"침대","A bed"
"권","A volume or  a book"
"맺다","form, tie"
"수요","demand, requirement"
"스타","Star"
"시계","clock, timekeeper, timepiece"
"입술","The lips"
"잎","A leaf"
"중간","In the middle"
"지도자","Leader"
"천천히","Slowly"
"구성하다","To organize or  makeup"
"대체로","Generally, on the whole, for the most part"
"몹시","Extremely"
"문득","Suddenly"
"스포츠","Sports"
"위원장","A chairman of a committee"
"저기","That place, there"
"특별하다","To be special, extraordinary"
"효과적","Effective"
"가까이","Close"
"낫다","Superior"
"넘어서다","Pass over"
"볶다","fry, roast"
"생산하다","To produce, make"
"언젠가","One of these days, at some time in the future"
"예술가","An artist"
"의도","An intention, an aim"
"저지르다","do,commit, spoil"
"줄어들다","Dwindle away"
"가만히","Quietly or  softly"
"건","A matter or  an object or  a case"
"교회","Preach or  moral instruction"
"대구","Daegu city"
"외부","The exterior, the outside"
"한두","One or two"
"한때","For a while, temporarily"
"화","Anger (get angry)"
"흙","earth, the soil"
"가난하다","Poor"
"고객","Customer"
"과학자","Scientist"
"관광","Sightseeing or  tourism"
"살아오다","To come out alive"
"상대적","relatively, correlatively"
"수술","Surgery"
"식품","Groceries"
"연기","performance, acting"
"일월","January"
"조","article, clause"
"첫째","The first"
"회원","A member of a society"
"도서관","Library"
"들려오다","To echo (sound)"
"조금씩","A little at a time, little by little"
"조미료","seasoning, condiment"
"풀리다","To come loose"
"강력하다","To be strong or  powerful"
"마늘","Garlic"
"선물","A present,gift"
"습관","Habit"
"아주머니","An aunt, a respectable word for a married, older woman"
"위험","Danger"
"지하","Underground"
"활용하다","Utilize, make practical use of"
"가꾸다","1) grow or cultivatea 2) dress oneself up"
"고민","Worry or  anguish"
"맨","bare,naked"
"법률","A law, statute"
"상처","Wound"
"좁다","Narrow"
"지하철","Subway"
"집다","Pick up"
"현","The present, the existence, actuality"
"화면","Screen"
"군","Mr."
"대표적","Representative"
"만일","If, suppose"
"사회적","Socially"
"생겨나다","To begin, germinate"
"이어","vulgarity, slang"
"주부","A wife"
"진리","A truth, a fact"
"태양","The sun"
"틀림없다","No mistaking it"
"프로","Professional"
"피다","To bloom ( a flower ~)"
"공급","Supply or  provision"
"도로","A road, way"
"잘못","wrong, mistake"
"지다","Carry (on the back)"
"채우다","To fill up, complete, fulfill"
"균형","Balance or  equilibrium"
"기본적","Fundamental or  basic"
"부족","A tribe"
"사무실","Office"
"이월","February"
"일요일","Sunday"
"접근","Proximity"
"지켜보다","Watch, stare at ( wait on some situation)"
"개성","Individuality or personality"
"달리다","Hang, be suspended"
"더하다","Get worse"
"무너지다","Collapse"
"보통","Usually"
"쓰다","To wear (a hat)"
"이러다","do/say think this way"
"일어서다","To rise to one’s feet, stand up"
"죄","A crime, a sin"
"참","In reality"
"총장","The president, the chancellor (university’s)"
"핵심","The kernel, the core"
"후반","The latter/second half"
"단순히","Simply"
"달려가다","Run, rush, dash"
"방문","A visit"
"불만","Dissatisfaction"
"불편하다","To be unpleasant"
"종","A sort, kind, species"
"피","Blood (is flowing)"
"강","River"
"관객","Spectator"
"막","Just now"
"밀리미터","Millimeter"
"비싸다","To be expensive"
"숫자","A figure, number"
"열","Heat"
"왼쪽","The left side"
"중세","The middle ages"
"택시","Taxi"
"통합","Unity, unification"
"계산","Calculation"
"꼬리","Tail"
"놀랍다","To be surprising"
"양식","A mode, a style, an order, a modality"
"예전","Old days, former days"
"전기","Electricity"
"주식","Stock"
"틀리다","To be turned, warped 2) go wrong, be mistaken"
"끊임없이","Constantly or  unceasingly"
"모델","Model"
"붓다","to pour (water, liquid)"
"상식","Common sense"
"상표","trademark, brand"
"시원하다","Be cool, refreshing"
"아니하다","To be/do not"
"의식하다","Be conscious of, be aware of"
"고모","A paternal aunt"
"궁금하다","To wonder or  be curious about"
"민주화","Democratization"
"보도","news, report"
"살피다","Take a good look at"
"약하다","To be weak"
"잘못하다","To make a mistake"
"잡지","A magazine"
"거부하다","Deny or  reject or  disapprove"
"공무원","Public servant"
"그만두다","Stop or  discontinue"
"댁","You and your family"
"반갑다","Be happy"
"부족","lack, want (scarcity, insufficiency)"
"실시","execution, enforcement"
"운명","fate, fortune"
"재정","finances, economy"
"차라리","rather, preferably"
"학자","Scholar"
"다녀오다","Drop in for a short visit"
"달다","to attach, fix"
"대규모","On  a large scale"
"동","the same"
"민간","civil, private"
"법원","Court of justice"
"비디오","Video"
"사실상","Actually, in truth"
"아끼다","grudge, spare"
"이쪽","This side, our way"
"지대","Zone, belt, district"
"판단하다","To make a conclusion"
"행복하다","To be happy"
"굽다","To roast or bake"
"기름","Oil or  fat"
"실천하다","To practice, put in theory"
"쏟아지다","To pour out"
"연습","practice, exercise"
"오른쪽","The right side"
"용어","Technical terminology"
"익히다","Habituate oneself to"
"지도","Map, atlas"
"지위","Position, status"
"풍부하다","To be abundant, copious, plentiful"
"화장실","Bathroom"
"기억하다","To recall or  remember"
"식량","food, provisions"
"실험","An experiment, test"
"용기","Bravery"
"토론","A debate, discussion"
"핵","A nucleus, core"
"고급","High rank or  first class"
"고생","A hard life or  privation"
"미치다","Be crazy"
"밟다","Step on"
"상당하다","Be proper, suitable"
"섞다","blend, mix"
"수석","The top seat"
"없애다","Remove, get rid of, do away with"
"이뤄지다","To make something for a specific purpose"
"적절하다","Appropriateness"
"정상","The top, summit"
"제사","A holiday ceremony"
"주말","Weekend"
"지혜","Wisdom, wits"
"참새","A sparrow"
"화장품","Makup, cosmetics"
"굵다","Be thick or  fat"
"깨끗이","Clean or  neatly"
"낡다","Clear"
"내년","Next year"
"농산물","Agricultural products"
"눈앞","Before one’s eyes"
"대학생","University student"
"방문하다","To visit"
"붉다","Be red, scalet"
"사고","thought, contemplation"
"순서","system, order, sequence"
"아무래도","Never on any account, no matter what"
"연구소","A research institute"
"올","This year"
"위대하다","To be great, mighty, grand"
"이사","House-moving"
"지배하다","Control, direct"
"틈","A crack, gap, opening"
"가령","1) For example 2) supposing or admitting"
"거대하다","Huge or  gigantic or  enormous"
"닫다","To close"
"매달리다","Be suspended, to be hanging down (from) ; to stick to a job, to persevere"
"생일","A birthday"
"섬","An island"
"이하","Less than, below"
"참석하다","To attend, take part in"
"토대","A foundation, a base"
"해결","Solution, settlement"
"행복","Happiness"
"걸어가다","To go on foot or  walk"
"근로자","Laborer"
"글쎄","Now or  well or  let me see"
"목숨","Life"
"백화점","Department store"
"변화하다","To change, vary"
"병","A bottle"
"빠져나가다","Get/go out of here"
"안녕하다","To say hello"
"여론","Public opinion, public sentiment towards sth"
"의복","Clothes, garments"
"체조","Gymnastics"
"출발하다","To depart, leave"
"현실적","Down to earth, Realistic"
"화제","Subject of conversation"
"결정되다","To become decided"
"고양이","Kitten"
"공격","Attack"
"물가","Prices of products"
"민주주의","Democracy"
"불안","uneasiness, anxiety"
"소중하다","To be important, valuable"
"여유","reserve, surplus"
"의문","A question, a doubt"
"중학교","Middle school"
"킬로미터","Kilometer"
"파도","Waves, billows"
"흰색","gray, ash color"
"가수","Singer"
"단","Only one, alone"
"방송국","Broadcasting station"
"빛나다","shine, glitter"
"숨다","To be in hiding, to hide oneself"
"실리다","To be printed,recorded; to be loaded onto a truck (luggage)"
"압력","pressure, stress"
"예금","Deposit money"
"예상되다","To expect, anticipate"
"입학","Admission into school"
"증권","securities, document,deed"
"직후","Immediately after"
"차량","vehicles, cars"
"출산","Child birth"
"물다","bite, put in the mouth"
"선진국","A developed country"
"약","Medicine"
"어느새","In no time, quickly"
"재판","A trial"
"저쪽","Over there, in that direction"
"제자","A disciple"
"창문","A window"
"초","A second"
"치즈","Cheese"
"회복","Recovery, recuperation"
"구역","A zone or  district"
"대응","Confrontation, opposition"
"반대하다","Be opposed to"
"발휘하다","Display, exhibit"
"소비","Consumption"
"심장","The heart"
"아이고","Oh my god!"
"조용히","Quietly"
"중소기업","Small and medium enterprises"
"직접적","Directly, immediately"
"진실","Truth, sincerity"
"필자","The writer, author"
"협력","Cooperation, cooperate with"
"가스","Gas"
"계층","A class or  social stratum"
"구멍","A hole"
"담당","Charge, undertaking"
"만화","Cartoons"
"먹이다","support, feed"
"무시하다","disregard, ignore ; to be defiant and fail to observe"
"보도하다","To report, inform"
"살짝","(1) softly, lightly, just a little (2) furtively, stealthily"
"생각나다","To remember"
"우유","Milk"
"인상","pulling/drawing up"
"차갑다","Cold"
"철저하다","thoroughness, cleanliness"
"태아","A fetus, an unborn child"
"관찰하다","Observe or  view or  watch"
"괜히","In vain or  useless or  fruitless, for a stupid reason"
"끼다","To put on or wear, to wear (a ring)"
"날개","The wings"
"녀석","Fellow"
"눈빛","The glitter of one’s eyes"
"단지","A public apt complex"
"물속","Inside the water"
"민주","Democracy"
"성공하다","To succeed"
"소나무","A pine tree"
"여기저기","Here and there"
"여인","beauty, belle"
"운영하다","manage, administer"
"평가하다","To evaluate, estimate, judge"
"표","A marker, indication"
"필요성","Necessity"
"감추다","Hide or  conceal"
"머무르다","Stay overnight"
"부위","A region, part"
"비우다","empty, vacate"
"설치하다","To found, establish, create"
"십일월","November"
"싸다","Wrap in, bundle"
"아울러","And, both together"
"지시","Directions, orders"
"형성하다","To form, make, take shape"
"형제","Brothers and sisters"
"화려하다","Splendor, magnificence of a display, a look"
"거울","1) mirror  2) a pattern or  model or  exemplar"
"덧붙이다","Add a thing, append"
"몇몇","Several"
"무기","Weapon"
"세계적","International"
"안전","Safety"
"양파","An onion"
"이상","Indisposition, abnormal"
"일종","A kind, a sort, a species"
"처지","A situation,circumstances"
"촬영","Photographing, taking pictures/films"
"타다","Burn, blaze (firewood)"
"틀다","To twist, wind"
"형편","The situation, the state of things (esp. financial)"
"가지","Eggplant"
"감다","Close"
"고추","Red pepper"
"규칙","Rules or  regulations"
"본질","True nature,essence"
"비치다","Shine"
"빵","Bread"
"서서히","Slowly, little by little"
"스승","A teacher,master"
"신분","Social position"
"실시되다","To be enforced"
"아마도","Probably"
"안방","The inner room"
"앓다","To be ill, sick with sth"
"어제","Yesterday"
"오직","Only, merely, solely"
"위험하다","To be dangerous"
"자신","Self-confidence"
"잠시","For a little while"
"졸업하다","To graduate"
"증거","evidence,proof"
"초점","A focus, a focal point"
"포함되다","To be included in"
"호랑이","A tiger"
"강화하다","Strengthen"
"공포","Fear or  dread"
"권위","1) Authority or  power  2) dignity or  prestige"
"덜","Less, incompletely"
"미루다","Postpone ; (2) to guess, infer and make an educated guess"
"본래","originally,primarily"
"부엌","Kitchen"
"세금","Tax"
"실정","The actual situation"
"영양","Nutrition"
"육체","The flesh, the body"
"입구","Entrance"
"잔뜩","extremely, to the utmost"
"적극","The positive"
"최소한","At least"
"펼쳐지다","Stretch, extend away"
"경험하다","To experience or  go through"
"그이","That person or  he or him / she or her"
"넘치다","Overflow"
"놓치다","Miss, let slip"
"대기","The atmosphere"
"독립","Independence"
"머릿속","Inside one’s head"
"북쪽","The north direction"
"불안하다","To be uneasy, anxious"
"쇠고기","Beef"
"위반","Violation, infringement"
"카드","Card"
"평생","A lifetime"
"해당하다","To be applied/applicable under"
"간부","The leaders (cadre, exec, executive, management)"
"관념","An idea or  notion"
"굉장히","Very much or  greatly"
"단어","Word"
"덮다","To cover, veil"
"도와주다","To help"
"도입","introduction, invitation"
"몰다","Drive ; to chase or urge on"
"배우","Actor"
"비추다","(1) Shed, throw light on (2) to reflect in the mirror"
"신발","shoes, footwear"
"알","An egg, spawn (fish)"
"앞서다","To go before, precede"
"여건","A postulate, a given condition"
"오래전","Since a long time before"
"자격","Qualification"
"통제","control, regulation"
"계단","A staircase or  a set of stairs"
"김치","Spicy cabbage"
"끄덕이다","Nod"
"낯설다","To be unfamiliar with, to be a stranger to ( a person)"
"높이","Height (noun)"
"닮다","Resemble"
"마음속","Deep in one’s heart"
"못지않다","Be just as good as"
"반영하다","Reflect, be reflected"
"뼈","A bone"
"성장하다","To grow,be brought up"
"소속","Belong to, attached to"
"연결되다","Connect, attach"
"장사","trade,business"
"제작","manufacture,production"
"제한","limits,bounds"
"차다","to kick"
"추진","Propulsion, drive"
"취하다","To be drunk"
"콩","A bean"
"한숨","A breath"
"헤어지다","Part from, part company with"
"구입하다","Purchase or  buying"
"날다","To fly"
"너머","Beyond, on the other side"
"여간","just, a little.  여간 ~지 않다 means very very ~다"
"마련","planning, making arrangements ; provisions, preparations"
"살","flesh,muscle"
"선장","A captain"
"설탕","Sugar"
"순수하다","To be pure"
"스타일","Style"
"시점","Point in time"
"싸다","Be inexpensive"
"의사","An intention, a purpose"
"집중","Concentration"
"코드","Code"
"큰일","An important affair, a serious matter"
"거짓말","A lie or  falsehood"
"대단하다","Considerable, grand"
"대단히","Extremely"
"마주","Face to face"
"세계관","A worldview"
"온통","Wholly, entirely"
"의존하다","To depend on, rely on"
"자세히","In detail"
"점심","Lunch"
"정확히","Exactly"
"지치다","Be exhausted, fatigued"
"청년","A young man, a youth"
"혀","The tongue"
"확대하다","To enlarge,magnify"
"후춧가루","Ground pepper"
"건설하다","To construct or  erect"
"경쟁력","Competitiveness"
"마침","Just, exactly"
"신용","confidence,trust"
"연락","Connection, communication"
"온몸","The whole body"
"정","Feeling of attachment"
"정신적","Mental"
"증상","Symptoms"
"출연하다","Appear on stage, act, sing"
"칼","A knife"
"한꺼번에","All at once"
"강제","Compulsion or  coercion"
"건너다","Go over or  go across"
"깨다","Wake up from sleep"
"낚시","Fishing"
"다가가다","To get near to"
"문자","letters,character"
"묻다","to Stain"
"비롯되다","To be begun, to have started"
"슬프다","To be sad,sorrowful"
"신부","Bride"
"여겨지다","To look, appear, think of sth as"
"오징어","Cuttlefish, squid"
"요금","A rate, a fare"
"용돈","Pocket money, money for expenses"
"위주","Put first in importance"
"음료","A beverage, a drink"
"의자","A chair"
"전자","An electron"
"전해지다","To be transmitted"
"전환","To exchange, convert, change"
"지경","A boundary,situation,state"
"진행","Progress, advance"
"카메라","Camera"
"통증","An ache, pain"
"편리하다","To be convenient, handy"
"하천","A river, watercourse"
"현금","Cash, ready funds, not a credit card"
"화학","Chemistry"
"활발하다","Be lively, sprightly"
"가리다","Pile up or  stack up or heap up"
"거칠다","Coarse (texture) or  wild (behavior) or  (rain and wind) rough or  wild"
"그나마","Even though or  nevertheless"
"껍질","Skin or  nutshell"
"남부","The south part"
"명령","An order,command"
"몰래","secretly,quietly"
"무조건","Unconditional"
"반장","Squad leader"
"부근","neighborhood,vicinity"
"선택","A choice"
"역사가","Historian"
"연구자","Researcher"
"연기자","A performer, an actor"
"조그맣다","Be tiny,small"
"줄기","A trunk, stem, stalk"
"찾아내다","To find out, discover"
"토요일","Saturday"
"경찰관","a policeman"
"권하다","1) advise or  persuade 2) recommend"
"극장","Theater or  playhouse"
"끝내","The end"
"대문","A big gate"
"더욱이","Besides, moreover"
"별도","A separate way"
"비극","A tragedy"
"솜씨","skill,ability"
"시내","The city"
"신","joy,delight"
"실내","In the room"
"쏟다","To pour .  붓다"
"연결하다","Connect, attach"
"외교","Diplomacy"
"주머니","Pocket"
"계약","Contract"
"과장","The department/section head"
"극","Drama or  play"
"나란히","In a line, row"
"다방","Tea room"
"부끄럽다","Be shameful,disgraceful"
"성공","success,achievement"
"수행하다","Accomplishment"
"신청","application,request"
"실로","really,indeed"
"아픔","Pain"
"알아듣다","To listen and comprehend"
"약간","Some, a little"
"연기","Smoke, fume"
"이동","movement,migration,drift"
"인연","Cause and occasion"
"일행","A party, a troupe; a row, a line"
"지도","Instruction, guidance"
"지식인","An intellectual"
"진지하다","To be serious, earnest"
"치다","to count, reckon, calculate"
"호흡","Respiration, breath"
"흔들리다","Shake, swing,rock,tremble"
"기온","Temperature"
"날아가다","To fly away"
"많아지다","Become a lot"
"바위","A rock, a crag"
"버릇","Habit"
"비판하다","To criticize"
"빨갛다","deep-red,crimson"
"세워지다","To become erected"
"술집","Bar of some kind"
"쉬다","to breathe"
"오랜만","After a long time"
"일부러","On purpose, intentionally"
"전체적","entirely,generally"
"절반","Half"
"접근하다","approach,get near"
"편안하다","To be peaceful"
"확실히","certainly,for sure"
"흩어지다","Scatter about"
"갈다","1) sharpen  (a blade) 2) rub or  chafe 3) make juice in a mixer"
"교류","Interchange (cultural) ; alternating current (electrical)"
"글쓰기","Writing"
"기후","Climate or  weather"
"내내","All along, the entire time"
"대기업","Big enterprise"
"대응하다","Cope or correspond to"
"도구","Tool, instrument"
"매력","fascination,charm, bewitchery"
"백","Hundreds of"
"보험","guarantee,insurance"
"부럽다","Be enviable"
"부장","Head of a department"
"섞이다","To be mixed,blended"
"소","A cow"
"심리","A mental state"
"심정","one’s heart, one’s feelings"
"쏘다","(1) To shoot  (2) to sting, bite (an insect, animal)"
"아줌마","Old or married lady"
"위치하다","To be located"
"이룩하다","Erect, build"
"이틀","Two days"
"전달하다","To deliver"
"정말로","Really"
"추다","To dance"
"켜다","To light, turn on, kindle"
"코너","Corner"
"행동하다","To act, behave"
"형사","A criminal, penal case"
"희곡","A drama, a play"
"감동","Agitate or  stir up the emotions"
"공항","Airport"
"군인","Sb in the military"
"굳이","Firmly or  admanantly"
"그늘","1) shade 2)parental prodection"
"급하다","Be urgent or  pressing or  iminent"
"달걀","An egg"
"대중문화","Pop culture"
"마련되다","To be planned and arranged"
"마루","A wooden floor, floor, flooring"
"무게","Weight"
"물기","Moisture"
"성적","A result,grade"
"솔직히","frankly,candidly"
"시도하다","To try,attempt"
"아니요","No, that’s not the case"
"예절","propriety,decorum"
"인상","Impression, imprint"
"인터넷","Internet"
"적용하다","To apply (sth to sth else)"
"전통적","Traditional"
"참가하다","To take part in, join"
"치마","A skirt"
"친척","Relatives"
"특정하다","Specify"
"호텔","Hotel"
"경계","Boundary"
"공식","A formula or  formality"
"그다지","So much or  to that extent"
"긴장","Tension"
"깎다","Cut or  trim"
"다리","Bridge"
"머물다","Stay overnight"
"명예","Honor"
"뱃사람","A seaman, sailor"
"부처","Buddha"
"숙이다","Lower one’s head"
"아가씨","Mis, young lady"
"온도","Temperature"
"이마","Forehead"
"절대로","Absolutely"
"지붕","A roof"
"지원하다","To desire, aspire, hence to apply for [e.g. a job] or volunteer for sth"
"진짜","Real"
"짙다","Be dark, dense"
"창밖","Outside the window"
"청소","Cleaning"
"침묵","Silence"
"텍스트","Text"
"표면","Front, surface, exterior"
"햇살","The rays of the sun"
"객관적","Objective"
"걱정하다","To worry or  be anxious"
"경제적","Economical"
"구름","A cloud or  the clouds"
"구석","1) a corner  2) an out of the way place"
"끄다","Put out or  extinguish"
"담당하다","Take charge of"
"벗기다","Unclothe, undress"
"부대","A detachment, squad"
"불빛","Fire light"
"서클","Circle"
"시청자","TV audience member"
"실체","substance,essence"
"엄격하다","To be strict, serious"
"완벽하다","Perfect"
"완전하다","To be perfect and faultless"
"절","A Buddhist temple"
"종업원","waiter/waitress"
"증가","An increase,augmentation"
"출연","Going on stage"
"학기","An educational term"
"한동안","For quite a while"
"후기","The latter term/period"
"계절","Season"
"만지다","To touch"
"목사","A pastor"
"바늘","A needle, pin"
"버티다","Endure, tolerate"
"부","A department, a part"
"분포하다","Distribution"
"비중","Specific gravity"
"수입","Income"
"아이디어","Idea"
"양쪽","Both sides"
"예컨대","For example, such as"
"운동장","Stadium, playground"
"전개","unfolding,development,expansion"
"접촉","contact,touch"
"짐","Luggage ; what is on a person"
"풀","Grass (cut the ~)"
"해마다","Every year, each year"
"후배","one’s junior"
"휴가","holidays,vacation"
"경기","The business market’s state"
"계곡","A valley or  gorge"
"국회의원","A member of the national Assembly"
"다투다","Quarrel"
"도저히","(도저히 + negative (지 않다/없다))Absolutely impossible ; by all means"
"뻗다","Stretch out, extend beyond"
"생활하다","To live, make a living"
"솔직하다","frankness,candidness"
"안타깝다","To be heart-breaking"
"앞장서다","To be in the lead/ at the head"
"요청하다","To ask for, to request"
"이르다","Be early, premature"
